unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
216608,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2009,2009-06-01T00:00:00.000,33.69
216386,386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2009,2009-06-01T00:00:00.000,23.55
325208,643,Annual vehicle miles traveled,million miles,per km2,UHF42,204,East New York,2016,2016-01-01T00:00:00.000,19.40
325201,643,Annual vehicle miles traveled,million miles,per km2,UHF42,104,Pelham - Throgs Neck,2016,2016-01-01T00:00:00.000,23.90
325215,643,Annual vehicle miles traveled,million miles,per km2,UHF42,211,Williamsburg - Bushwick,2016,2016-01-01T00:00:00.000,17.00
154566,643,Annual vehicle miles traveled,million miles,per km2,CD,107,Upper West Side (CD7),2005,2005-01-01T00:00:00.000,51.30
154615,643,Annual vehicle miles traveled,million miles,per km2,CD,414,Rockaway and Broad Channel (CD14),2005,2005-01-01T00:00:00.000,5.30
325278,643,Annual vehicle miles traveled,million miles,per km2,CD,314,Flatbush and Midwood (CD14),2016,2016-01-01T00:00:00.000,20.50
325271,643,Annual vehicle miles traveled,million miles,per km2,CD,307,Sunset Park (CD7),2016,2016-01-01T00:00:00.000,34.10
131229,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204,East New York,2005-2007,2005-01-01T00:00:00.000,100.10
628495,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204,East New York,2015-2017,2015-01-01T00:00:00.000,71.40
628506,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304,Upper West Side,2015-2017,2015-01-01T00:00:00.000,23.20
336888,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2014-15,2014-12-01T00:00:00.000,20.58
550157,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2017,2017-01-01T00:00:00.000,12.55
550136,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2017,2017-01-01T00:00:00.000,18.45
741270,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2021,2021-01-01T00:00:00.000,15.66
167793,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2013,2012-12-01T00:00:00.000,18.71
166672,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2009,2009-06-01T00:00:00.000,19.23
602755,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01T00:00:00.000,27.70
643369,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01T00:00:00.000,19.67
175270,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2008-09,2008-12-01T00:00:00.000,36.38
643381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2019,2019-01-01T00:00:00.000,20.80
175427,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2012-13,2012-12-01T00:00:00.000,25.30
175420,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2012-13,2012-12-01T00:00:00.000,22.38
643328,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2019,2019-06-01T00:00:00.000,12.80
667076,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2019-20,2019-12-01T00:00:00.000,22.22
336542,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2015,2015-06-01T00:00:00.000,16.54
667160,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2019-20,2019-12-01T00:00:00.000,28.70
176645,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2012,2011-12-01T00:00:00.000,20.67
131524,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2009-2011,2009-01-01T00:00:00.000,18.20
628543,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,204,East New York,2015-2017,2015-01-01T00:00:00.000,13.20
167591,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2010,2009-12-01T00:00:00.000,19.74
667658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2019-20,2019-12-01T00:00:00.000,21.56
216344,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2009,2009-06-01T00:00:00.000,21.92
216416,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2009,2009-06-01T00:00:00.000,26.58
216584,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2009,2009-06-01T00:00:00.000,27.20
325198,643,Annual vehicle miles traveled,million miles,per km2,UHF42,101,Kingsbridge - Riverdale,2016,2016-01-01T00:00:00.000,28.80
151641,643,Annual vehicle miles traveled,million miles,per km2,UHF42,301,Washington Heights,2005,2005-01-01T00:00:00.000,44.40
151661,643,Annual vehicle miles traveled,million miles,per km2,UHF42,501,Port Richmond,2005,2005-01-01T00:00:00.000,7.70
325236,643,Annual vehicle miles traveled,million miles,per km2,UHF42,501,Port Richmond,2016,2016-01-01T00:00:00.000,7.00
325252,643,Annual vehicle miles traveled,million miles,per km2,CD,112,Washington Heights and Inwood (CD12),2016,2016-01-01T00:00:00.000,48.80
154593,643,Annual vehicle miles traveled,million miles,per km2,CD,310,Bay Ridge and Dyker Heights (CD10),2005,2005-01-01T00:00:00.000,30.80
325276,643,Annual vehicle miles traveled,million miles,per km2,CD,312,Borough Park (CD12),2016,2016-01-01T00:00:00.000,26.20
151651,643,Annual vehicle miles traveled,million miles,per km2,UHF42,401,Long Island City - Astoria,2005,2005-01-01T00:00:00.000,18.60
741285,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2021,2021-01-01T00:00:00.000,15.13
131401,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2009-2011,2009-01-01T00:00:00.000,64.50
131391,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01T00:00:00.000,28.10
131226,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01T00:00:00.000,36.60
131219,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01T00:00:00.000,36.70
131237,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2005-2007,2005-01-01T00:00:00.000,66.40
131257,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2005-2007,2005-01-01T00:00:00.000,62.60
628503,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2015-2017,2015-01-01T00:00:00.000,32.90
166675,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2009,2009-06-01T00:00:00.000,17.65
165908,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2010-11,2010-12-01T00:00:00.000,28.73
167796,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2013,2012-12-01T00:00:00.000,19.04
212308,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2013-14,2013-12-01T00:00:00.000,26.86
602818,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2017-18,2017-12-01T00:00:00.000,22.60
643432,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2019,2019-01-01T00:00:00.000,15.73
643402,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2019,2019-01-01T00:00:00.000,20.24
643340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2019,2019-06-01T00:00:00.000,19.22
667100,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2019-20,2019-12-01T00:00:00.000,29.27
669927,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2020,2020-06-01T00:00:00.000,6.96
606012,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2018,2018-06-01T00:00:00.000,8.63
169325,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2009,2009-06-01T00:00:00.000,10.85
170446,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2013,2012-12-01T00:00:00.000,8.76
549408,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2017,2017-06-01T00:00:00.000,21.32
605311,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2018,2018-06-01T00:00:00.000,22.91
602945,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2018,2018-01-01T00:00:00.000,31.10
213439,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2014,2014-06-01T00:00:00.000,15.48
213428,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2014,2014-06-01T00:00:00.000,13.71
602983,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Winter 2017-18,2017-12-01T00:00:00.000,26.49
643321,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2019,2019-01-01T00:00:00.000,14.67
213251,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2013-14,2013-12-01T00:00:00.000,27.51
643633,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2019,2019-01-01T00:00:00.000,15.43
412707,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2016,2016-06-01T00:00:00.000,17.67
741241,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2020-21,2020-12-01T00:00:00.000,22.89
336770,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2015,2015-06-01T00:00:00.000,18.84
131412,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2009-2011,2009-01-01T00:00:00.000,73.40
130795,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,2005-01-01T00:00:00.000,99.30
518896,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2012-2014,2012-01-02T00:00:00.000,76.93
131430,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2009-2011,2009-01-01T00:00:00.000,291.10
131444,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2009-2011,2009-01-01T00:00:00.000,47.70
336734,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2015,2015-06-01T00:00:00.000,29.69
643667,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2019,2019-06-01T00:00:00.000,13.24
216554,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2009,2009-06-01T00:00:00.000,26.10
325257,643,Annual vehicle miles traveled,million miles,per km2,CD,205,Fordham and University Heights (CD5),2016,2016-01-01T00:00:00.000,39.70
325221,643,Annual vehicle miles traveled,million miles,per km2,UHF42,306,Chelsea - Clinton,2016,2016-01-01T00:00:00.000,45.20
325269,643,Annual vehicle miles traveled,million miles,per km2,CD,305,East New York and Starrett City (CD5),2016,2016-01-01T00:00:00.000,20.80
131371,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2009-2011,2009-01-01T00:00:00.000,40.70
131396,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,406,Fresh Meadows,2009-2011,2009-01-01T00:00:00.000,17.20
131220,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,102,Northeast Bronx,2005-2007,2005-01-01T00:00:00.000,69.40
334326,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2014-15,2014-12-01T00:00:00.000,9.17
547741,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2017,2017-01-01T00:00:00.000,7.35
177211,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Winter 2009-10,2009-12-01T00:00:00.000,9.54
177295,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Winter 2011-12,2011-12-01T00:00:00.000,9.23
212950,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Annual Average 2014,2013-12-01T00:00:00.000,8.65
669746,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2020,2020-06-01T00:00:00.000,7.05
212952,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Annual Average 2014,2013-12-01T00:00:00.000,8.85
547464,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2017,2017-06-01T00:00:00.000,8.85
605760,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2018,2018-06-01T00:00:00.000,8.33
212940,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2014,2013-12-01T00:00:00.000,9.84
177203,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2009-10,2009-12-01T00:00:00.000,11.89
212960,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Annual Average 2014,2013-12-01T00:00:00.000,8.68
177305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2011-12,2011-12-01T00:00:00.000,8.48
547488,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2017,2017-06-01T00:00:00.000,8.35
547490,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2016-17,2016-12-01T00:00:00.000,7.28
605784,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2018,2018-06-01T00:00:00.000,7.74
669716,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2020,2020-06-01T00:00:00.000,6.60
177221,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2009-10,2009-12-01T00:00:00.000,9.27
649911,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2018-19,2018-12-01T00:00:00.000,10.74
649947,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2018-19,2018-12-01T00:00:00.000,7.80
213950,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2014,2014-06-01T00:00:00.000,8.65
178569,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2013,2012-12-01T00:00:00.000,9.06
742170,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2021,2021-01-01T00:00:00.000,6.58
333966,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2014-15,2014-12-01T00:00:00.000,10.65
547381,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2017,2017-01-01T00:00:00.000,8.16
547435,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2017,2017-01-01T00:00:00.000,8.85
177799,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2009,2009-06-01T00:00:00.000,10.23
177801,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2009,2009-06-01T00:00:00.000,10.56
649945,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2019,2019-01-01T00:00:00.000,7.15
334276,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2015,2015-01-01T00:00:00.000,8.91
669901,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2020,2020-01-01T00:00:00.000,6.31
669949,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2020,2020-01-01T00:00:00.000,6.12
175429,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2012-13,2012-12-01T00:00:00.000,25.67
176563,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2010,2009-12-01T00:00:00.000,23.43
175422,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2012-13,2012-12-01T00:00:00.000,28.30
176567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2010,2009-12-01T00:00:00.000,19.01
336539,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2015,2015-06-01T00:00:00.000,11.07
667280,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2019-20,2019-12-01T00:00:00.000,17.57
643430,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2019,2019-06-01T00:00:00.000,7.33
667274,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2019-20,2019-12-01T00:00:00.000,20.09
176647,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2012,2011-12-01T00:00:00.000,20.87
176671,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2012,2011-12-01T00:00:00.000,17.34
131519,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,206,Borough Park,2009-2011,2009-01-01T00:00:00.000,11.80
131552,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,3,Manhattan,2009-2011,2009-01-01T00:00:00.000,12.60
131544,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,410,Rockaways,2009-2011,2009-01-01T00:00:00.000,18.80
628545,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,206,Borough Park,2015-2017,2015-01-01T00:00:00.000,8.80
518819,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,310,Lower Manhattan,2012-2014,2012-01-02T00:00:00.000,6.08
628530,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,3,Manhattan,2015-2017,2015-01-01T00:00:00.000,9.60
547726,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2017,2017-01-01T00:00:00.000,7.69
742521,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2021,2021-01-01T00:00:00.000,6.76
334260,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2014-15,2014-12-01T00:00:00.000,10.03
742470,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2021,2021-01-01T00:00:00.000,7.10
170457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2013,2012-12-01T00:00:00.000,8.05
547672,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2017,2017-01-01T00:00:00.000,9.06
177217,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2009-10,2009-12-01T00:00:00.000,8.85
177302,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2011-12,2011-12-01T00:00:00.000,6.73
177218,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2009-10,2009-12-01T00:00:00.000,7.95
212957,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2014,2013-12-01T00:00:00.000,7.69
212935,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2014,2013-12-01T00:00:00.000,8.62
605709,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,2018-06-01T00:00:00.000,7.83
212956,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2014,2013-12-01T00:00:00.000,8.02
547478,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2016-17,2016-12-01T00:00:00.000,7.70
334222,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2015,2015-01-01T00:00:00.000,9.85
649935,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Winter 2018-19,2018-12-01T00:00:00.000,8.32
131542,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,408,Jamaica,2009-2011,2009-01-01T00:00:00.000,12.70
518806,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2012-2014,2012-01-02T00:00:00.000,11.07
628547,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2015-2017,2015-01-01T00:00:00.000,11.90
547723,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2017,2017-01-01T00:00:00.000,6.99
168538,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Winter 2010-11,2010-12-01T00:00:00.000,12.91
170427,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Annual Average 2013,2012-12-01T00:00:00.000,8.82
170458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Annual Average 2013,2012-12-01T00:00:00.000,7.84
177299,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2011-12,2011-12-01T00:00:00.000,8.45
177215,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2009-10,2009-12-01T00:00:00.000,9.67
177300,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2011-12,2011-12-01T00:00:00.000,8.80
547470,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2017,2017-06-01T00:00:00.000,8.43
669734,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2020,2020-06-01T00:00:00.000,6.69
605766,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2018,2018-06-01T00:00:00.000,8.02
177216,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2009-10,2009-12-01T00:00:00.000,9.68
170178,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2009,2008-12-01T00:00:00.000,11.37
170296,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2011,2010-12-01T00:00:00.000,11.09
649938,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Winter 2018-19,2018-12-01T00:00:00.000,7.43
669591,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2020,2020-01-01T00:00:00.000,6.22
213946,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Summer 2014,2014-06-01T00:00:00.000,9.39
170166,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2009,2008-12-01T00:00:00.000,11.85
170284,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2011,2010-12-01T00:00:00.000,11.26
649902,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Winter 2018-19,2018-12-01T00:00:00.000,9.84
669601,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2020,2020-01-01T00:00:00.000,7.51
178580,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Annual Average 2013,2012-12-01T00:00:00.000,8.60
177783,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2009,2009-06-01T00:00:00.000,10.35
334026,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2014-15,2014-12-01T00:00:00.000,12.55
547441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2017,2017-01-01T00:00:00.000,10.33
178592,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2013,2012-12-01T00:00:00.000,10.81
177248,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2010-11,2010-12-01T00:00:00.000,14.62
